,Unnamed: 0.1,Unnamed: 0,Track_ID,Source_ID,Splitting_event,Lineage,Track_Coordinate_X,Track_Coordinate_Y,Frame,Position,Dataset,Generation,Mother_ID,Grandmother_ID,Sister_ID,Cell_Cycle_mins,Cell_Cycle_hours,Seen_sister,Random_ID,Seen_granny, ,Label,X,Y,Frame_onset,Frames_in_mitosis,Mitotic_duration_mins,Interphase_duration_mins,Interphase_duration_hrs,Mitotic_duration_hrs,Mother_Mitotic_duration_mins,Mother_arrested,Metaphase_arrested,Frame_onset_hrs,Frame_hrs,Mitotic_duration_bin,Unique_Track_ID,Unique_Source_ID,Laggings,Massive Missegregation,DNA bridge,Misaligned,MN,Multipolar Divition,Citokinesis Failure,Slippage,Mitotic Death,Comments,any_true
156,156,10,2,7625,True,7625,658.3570325292179,752.8223587826236,58,6,20250704,1,,,,,,,8727,,47,tomeasure:7625:1,759.037,828.643,1,57,399,,,6.65,,,> 120 min,0.1166666666666666,6.766666666666667,"(390, 420]",2025070462,2025070467625,False,False,False,False,False,False,False,False,False,,False
157,157,16,3,7686,True,7686,453.6821589801722,650.0706004017262,57,6,20250704,1,,,,,,,8672,,43,tomeasure:7686:38,427.58,641.37,38,19,133,,,2.216666666666667,,,> 120 min,4.433333333333334,6.65,"(120, 150]",2025070463,2025070467686,False,False,False,False,False,False,False,False,False,,False
158,158,82,14,7698,True,7698,334.97887996486554,484.13459646128064,62,4,20250627,1,,,,,,,7022,,6,tomeasure:7698:37,361.703,433.38,37,25,175,,,2.9166666666666665,,,> 120 min,4.316666666666666,7.233333333333333,"(150, 180]",20250627414,2025062747698,False,False,False,False,False,False,False,False,False,,False
159,159,88,15,7777,True,7777,380.5542377832146,400.57977379430736,66,4,20250627,1,,,,,,,7829,,14,tomeasure:7777:10,438.352,382.833,10,56,392,,,6.533333333333333,,,> 120 min,1.1666666666666667,7.7,"(390, 420]",20250627415,2025062747777,False,False,False,False,False,False,False,False,False,Bumpy daughter nucleus,False
160,160,30,4,7817,True,7817,946.72487056593,1096.7092920735304,63,6,20250704,1,,,,,,,8348,,62,tomeasure:7817:56,947.968,1110.382,56,7,49,,,0.8166666666666667,,,030-060,6.533333333333333,7.35,"(30, 60]",2025070464,2025070467817,False,False,False,False,False,False,False,False,False,,False
161,161,36,5,7881,True,7881,872.9756246312537,935.1238655874416,66,6,20250704,1,,,,,,,8688,,64,tomeasure:7881:57,870.075,938.853,57,9,63,,,1.05,,,060-090,6.65,7.7,"(60, 90]",2025070465,2025070467881,False,False,False,False,False,False,False,False,False,,False
162,162,98,18,7945,True,7945,307.21934383914385,405.4135238659504,62,4,20250627,1,,,,,,,9171,,5,tomeasure:7945:25,318.613,423.022,25,37,259,,,4.316666666666666,,,> 120 min,2.9166666666666665,7.233333333333333,"(240, 270]",20250627418,2025062747945,False,False,False,False,False,False,False,False,False,,False
163,163,40,6,7957,True,7957,1121.5685884560055,887.8912024607388,57,6,20250704,1,,,,,,,8297,,42,tomeasure:7957:51,1124.469,901.564,51,6,42,,,0.7,,,030-060,5.95,6.65,"(30, 60]",2025070466,2025070467957,False,False,False,False,False,False,False,False,False,,False
164,164,102,19,8007,True,8007,459.68963181325705,317.57737970695047,61,4,20250627,1,,,,,,,6711,,3,tomeasure:8007:35,468.183,316.542,35,26,182,,,3.033333333333333,,,> 120 min,4.083333333333333,7.116666666666666,"(180, 210]",20250627419,2025062748007,False,False,False,False,False,False,False,False,False,,False
165,165,104,20,8046,True,8046,578.5998835756768,244.2424857628797,62,4,20250627,1,,,,,,,9307,,7,tomeasure:8046:30,593.723,239.063,30,32,224,,,3.733333333333333,,,> 120 min,3.5,7.233333333333333,"(210, 240]",20250627420,2025062748046,False,False,False,False,False,False,False,False,False,,False
166,166,54,7,8088,True,8088,1364.361049791513,1308.0133113245697,64,6,20250704,1,,,,,,,8297,,63,tomeasure:8088:1,1366.433,1313.399,1,63,441,,,7.35,,,> 120 min,0.1166666666666666,7.466666666666667,"(420, 450]",2025070467,2025070468088,False,False,False,False,True,False,True,False,False,,True
167,167,106,21,8092,True,8092,85.9716977027948,331.24998705245514,64,4,20250627,1,,,,,,,6893,,9,tomeasure:8092:39,728.377,489.728,39,25,175,,,2.9166666666666665,,,> 120 min,4.55,7.466666666666667,"(150, 180]",20250627421,2025062748092,False,False,False,False,False,False,False,False,False,,False
168,168,56,8,8127,True,8127,1219.348487560408,1066.8781364145602,59,6,20250704,1,,,,,,,7557,,52,tomeasure:8127:29,1233.021,1034.975,29,30,210,,,3.5,,,> 120 min,3.3833333333333333,6.883333333333334,"(180, 210]",2025070468,2025070468127,True,False,False,False,True,False,False,False,False,,True
169,169,58,9,8176,True,8176,995.6148201181312,609.7432973812664,58,6,20250704,1,,,,,,,7903,,50,tomeasure:8176:32,976.142,649.656,32,26,182,,,3.033333333333333,,,> 120 min,3.733333333333333,6.766666666666667,"(180, 210]",2025070469,2025070468176,False,False,False,False,False,False,False,False,False,,False
170,170,110,22,8189,True,8189,184.3039848745055,39.01526843540487,68,4,20250627,1,,,,,,,7296,,19,tomeasure:8189:4,174.844,67.949,4,64,448,,,7.466666666666667,,,> 120 min,0.4666666666666667,7.933333333333334,"(420, 450]",20250627422,2025062748189,False,False,False,False,False,False,False,False,False,,False
171,171,60,10,8215,True,8215,957.4972323316694,199.2886926661761,58,6,20250704,1,,,,,,,8519,,49,tomeasure:8215:23,902.392,253.565,23,35,245,,,4.083333333333333,,,> 120 min,2.683333333333333,6.766666666666667,"(240, 270]",20250704610,2025070468215,False,False,False,False,False,False,False,False,False,,False
172,172,112,23,8219,True,8219,224.35505689669105,186.651806337875,62,4,20250627,1,,,,,,,8433,,4,tomeasure:8219:29,236.992,195.974,29,33,231,,,3.85,,,> 120 min,3.3833333333333333,7.233333333333333,"(210, 240]",20250627423,2025062748219,False,False,False,False,False,False,False,False,False,,False
173,173,64,11,8267,True,8267,1061.9062771380652,726.3057759746501,98,6,20250704,1,,,,,,,8370,,66,tomeasure:8267:87,1068.95,737.492,87,11,77,,,1.2833333333333334,,,060-090,10.15,11.433333333333334,"(60, 90]",20250704611,2025070468267,False,False,False,False,False,False,False,False,False,,False
174,174,114,24,8270,True,8270,376.8253448708042,246.31409293644103,115,4,20250627,1,,,,,,,7244,,23,tomeasure:8270:110,386.148,245.693,110,5,35,,,0.5833333333333334,,,030-060,12.833333333333334,13.416666666666666,"(30, 60]",20250627424,2025062748270,False,False,False,False,False,False,False,False,False,,False
175,175,76,12,8370,True,8370,823.2570318663034,382.4188426837433,56,6,20250704,1,,,,,,,7625,,39,tomeasure:8370:51,831.958,385.319,51,5,35,,,0.5833333333333334,,,030-060,5.95,6.533333333333333,"(30, 60]",20250704612,2025070468370,True,False,False,False,True,False,False,False,False,,True
176,176,128,25,8475,True,8475,219.79752111485607,341.60802292026176,139,4,20250627,1,,,,,,,8375,,27,tomeasure:8475:132,209.647,338.086,132,7,49,,,0.8166666666666667,,,030-060,15.4,16.216666666666665,"(30, 60]",20250627425,2025062748475,False,False,False,False,False,False,False,False,False,,False
177,177,90,14,8548,True,8548,461.4161622991645,1347.2357567280303,57,6,20250704,1,,,,,,,8945,,44,tomeasure:8548:37,471.498,1334.116,37,20,140,,,2.333333333333333,,,> 120 min,4.316666666666666,6.65,"(120, 150]",20250704614,2025070468548,False,False,False,False,False,False,False,False,False,,False
178,178,92,15,8587,True,8587,415.5645711937103,1530.6421211498473,74,6,20250704,1,,,,,,,7705,,65,tomeasure:8587:64,420.951,1542.934,64,10,70,,,1.1666666666666667,,,060-090,7.466666666666667,8.633333333333333,"(60, 90]",20250704615,2025070468587,False,False,False,False,False,False,False,False,False,,False
179,179,112,18,8793,True,8793,1222.6630604114048,1208.5761257946688,58,6,20250704,1,,,,,,,7583,,46,tomeasure:8793:41,1233.021,1261.195,41,17,119,,,1.9833333333333332,,,090-120,4.783333333333333,6.766666666666667,"(90, 120]",20250704618,2025070468793,False,False,False,False,False,False,False,False,False,,False
180,180,146,27,8819,True,8819,317.9917011416627,569.8991334467192,110,4,20250627,1,,,,,,,7906,,22,tomeasure:8819:100,315.299,568.863,100,10,70,,,1.1666666666666667,,,060-090,11.666666666666666,12.833333333333334,"(60, 90]",20250627427,2025062748819,False,False,False,False,False,False,False,False,False,,False
181,181,122,19,8895,True,8895,676.5871832096997,1390.0489893867375,115,6,20250704,1,,,,,,,8326,,1,tomeasure:8895:110,679.487,1392.121,110,5,35,,,0.5833333333333334,,,030-060,12.833333333333334,13.416666666666666,"(30, 60]",20250704619,2025070468895,False,False,False,False,False,False,False,False,False,,False
182,182,0,0,9031,True,9031,795.0831626328314,1422.642289088205,57,7,20250704,1,,,,,,,9720,,22,tomeasure:9031:27,819.528,1388.806,27,30,210,,,3.5,,,> 120 min,3.15,6.65,"(180, 210]",2025070470,2025070479031,False,False,False,False,False,False,False,False,False,,False
183,183,2,1,9054,True,9054,1388.3917029612394,539.8610531060862,58,7,20250704,1,,,,,,,9601,,23,tomeasure:9054:12,1390.463,464.869,12,46,322,,,5.366666666666666,,,> 120 min,1.4,6.766666666666667,"(300, 330]",2025070471,2025070479054,False,False,False,False,False,False,False,False,False,,False
184,184,6,3,9115,True,9115,533.2319074040928,716.6382718259098,103,7,20250704,1,,,,,,,9572,,1,tomeasure:9115:94,536.961,726.72,94,9,63,,,1.05,,,060-090,10.966666666666669,12.016666666666667,"(60, 90]",2025070473,2025070479115,False,False,False,False,False,False,False,False,False,,False
185,185,8,4,9171,True,9171,1080.136427818547,845.9066130147808,97,7,20250704,1,,,,,,,9410,,31,tomeasure:9171:76,1092.152,855.988,76,21,147,,,2.45,,,> 120 min,8.866666666666667,11.316666666666666,"(120, 150]",2025070474,2025070479171,False,False,False,False,False,False,False,False,False,,False
186,186,170,31,9211,True,9211,455.96073890084665,561.1983833177618,123,4,20250627,1,,,,,,,8007,,25,tomeasure:9211:115,445.81,565.963,115,8,56,,,0.9333333333333332,,,030-060,13.416666666666666,14.35,"(30, 60]",20250627431,2025062749211,False,False,False,False,False,False,False,False,False,Bumpy daughter nucleus,False
187,187,16,7,9306,True,9306,376.6183401944991,916.89371490696,120,7,20250704,1,,,,,,,9572,,3,tomeasure:9306:110,384.49,905.707,110,10,70,,,1.1666666666666667,,,060-090,12.833333333333334,14.0,"(60, 90]",2025070477,2025070479306,True,False,False,False,False,False,True,False,False,,True
188,188,180,32,9374,True,9374,228.4982712438137,654.8350275627334,61,4,20250627,1,,,,,,,10102,,2,tomeasure:9374:42,235.749,637.226,42,19,133,,,2.216666666666667,,,> 120 min,4.9,7.116666666666666,"(120, 150]",20250627432,2025062749374,False,False,False,False,False,False,False,False,False,,False
189,189,192,34,9635,True,9635,429.5822742241658,761.4537434286893,67,4,20250627,1,,,,,,,9062,,17,tomeasure:9635:1,402.72,761.108,1,66,462,,,7.7,,,> 120 min,0.1166666666666666,7.816666666666666,"(450, 480]",20250627434,2025062749635,False,False,False,False,False,False,False,False,False,Unclear,False
190,190,194,35,9690,True,9690,691.9858495419331,243.27573574855103,63,4,20250627,1,,,,,,,7906,,8,tomeasure:9690:34,685.288,245.693,34,29,203,,,3.3833333333333333,,,> 120 min,3.966666666666667,7.35,"(180, 210]",20250627435,2025062749690,False,False,False,False,False,False,False,False,False,,False
191,191,54,11,9707,True,9707,827.1240335257994,300.1069502173255,104,7,20250704,1,,,,,,,9492,,2,tomeasure:9707:99,843.559,295.826,99,5,35,,,0.5833333333333334,,,030-060,11.55,12.133333333333333,"(30, 60]",20250704711,2025070479707,False,False,False,False,False,False,False,False,False,,False
192,192,196,36,9727,True,9727,481.510560708103,82.5190190801926,67,4,20250627,1,,,,,,,6798,,18,tomeasure:9727:11,483.099,56.762,11,56,392,,,6.533333333333333,,,> 120 min,1.2833333333333334,7.816666666666666,"(390, 420]",20250627436,2025062749727,False,False,False,False,False,False,False,False,False,,False
193,193,198,37,9819,True,9819,436.211417179562,44.40144708666431,64,4,20250627,1,,,,,,,6762,,10,tomeasure:9819:17,445.81,46.404,17,47,329,,,5.483333333333333,,,> 120 min,1.9833333333333332,7.466666666666667,"(300, 330]",20250627437,2025062749819,False,False,False,False,False,False,False,False,False,,False
194,194,0,38,10012,True,10012,720.7121356819835,474.7433106078026,64,4,20250627,1,,,,,,,8775,,12,tomeasure:10012:22,444.567,45.575,22,42,294,,,4.9,,,> 120 min,2.566666666666667,7.466666666666667,"(270, 300]",20250627438,20250627410012,False,False,False,False,False,False,False,False,False,,False
195,195,10,41,10276,True,10276,491.4542751411973,266.47773609243785,64,4,20250627,1,,,,,,,7885,,11,tomeasure:10276:32,594.137,239.478,32,32,224,,,3.733333333333333,,,> 120 min,3.733333333333333,7.466666666666667,"(210, 240]",20250627441,20250627410276,False,False,False,False,False,False,False,False,False,,False
196,196,12,42,10379,True,10379,343.95584438363124,438.83545293273977,66,4,20250627,1,,,,,,,7906,,13,tomeasure:10379:1,421.365,386.562,1,65,455,,,7.583333333333333,,,> 120 min,0.1166666666666666,7.7,"(450, 480]",20250627442,20250627410379,False,False,False,False,False,False,False,False,False,,False
197,197,0,0,427812,True,427812,967.4409508846594,167.5240361774578,59,2,20250704,1,,,,,,,428120,,26,tomeasure:427812:23,991.057,149.984,23,36,252,,,4.2,,,> 120 min,2.683333333333333,6.883333333333334,"(240, 270]",2025070420,202507042427812,True,False,False,True,True,False,False,False,False,,True
198,198,2,1,427880,True,427880,758.6228612718678,548.1474852335779,58,2,20250704,1,,,,,,,428732,,24,tomeasure:427880:1,783.896,600.766,1,57,399,,,6.65,,,> 120 min,0.1166666666666666,6.766666666666667,"(390, 420]",2025070421,202507042427880,False,False,False,False,False,False,False,False,False,,False
199,199,6,2,427939,True,427939,1083.4510006695436,817.4565293770592,64,2,20250704,1,,,,,,,428481,,33,tomeasure:427939:13,1191.589,770.638,13,51,357,,,5.95,,,> 120 min,1.5166666666666666,7.466666666666667,"(330, 360]",2025070422,202507042427939,True,False,False,True,True,False,False,False,False,,True
200,200,10,3,427997,True,427997,1460.4836624704174,267.2374361116083,60,2,20250704,1,,,,,,,428525,,27,tomeasure:427997:1,1465.87,256.879,1,59,413,,,6.883333333333334,,,> 120 min,0.1166666666666666,7.0,"(390, 420]",2025070423,202507042427997,False,False,False,False,False,False,False,False,False,,False
201,201,12,4,428044,True,428044,1159.6861762424676,254.80778792037069,56,2,20250704,1,,,,,,,428344,,20,tomeasure:428044:48,1180.817,251.908,48,8,56,,,0.9333333333333332,,,030-060,5.6,6.533333333333333,"(30, 60]",2025070424,202507042428044,True,False,False,False,False,False,False,False,False,,True
202,202,22,6,428167,True,428167,633.4977361467427,1221.8344171986555,63,2,20250704,1,,,,,,,428827,,32,tomeasure:428167:51,608.224,1223.906,51,12,84,,,1.4,,,060-090,5.95,7.35,"(60, 90]",2025070426,202507042428167,False,False,False,False,False,False,False,False,False,,False
203,203,24,7,428215,True,428215,298.72587819607685,648.4133139762279,57,2,20250704,1,,,,,,,428750,,22,tomeasure:428215:27,316.542,650.485,27,30,210,,,3.5,,,> 120 min,3.15,6.65,"(180, 210]",2025070427,202507042428215,False,False,False,False,False,False,False,False,False,,False
204,204,26,8,428259,True,428259,532.1270497870938,1018.2644012666086,60,2,20250704,1,,,,,,,428044,,28,tomeasure:428259:27,558.506,997.686,27,33,231,,,3.85,,,> 120 min,3.15,7.0,"(210, 240]",2025070428,202507042428259,True,False,False,False,True,False,False,False,False,,True
205,205,28,9,428344,True,428344,809.4463116538171,1504.4017527461235,57,2,20250704,1,,,,,,,428467,,23,tomeasure:428344:43,802.127,1488.243,43,14,98,,,1.6333333333333333,,,090-120,5.016666666666667,6.65,"(90, 120]",2025070429,202507042428344,False,False,False,False,False,False,False,False,False,,False
206,206,44,13,428525,True,428525,818.2851725898083,897.834921013729,59,2,20250704,1,,,,,,,428406,,25,tomeasure:428525:52,843.559,915.651,52,7,49,,,0.8166666666666667,,,030-060,6.066666666666666,6.883333333333334,"(30, 60]",20250704213,202507042428525,False,False,False,False,False,False,False,False,False,,False
207,207,48,14,428642,True,428642,731.0014208468955,1133.9982366472432,110,2,20250704,1,,,,,,,428167,,1,tomeasure:428642:102,743.293,1104.581,102,8,56,,,0.9333333333333332,,,030-060,11.9,12.833333333333334,"(30, 60]",20250704214,202507042428642,False,False,False,False,False,False,False,False,False,,False
208,208,56,17,428732,True,428732,1201.9469800926754,1138.1414527109891,78,2,20250704,1,,,,,,,428501,,34,tomeasure:428732:70,1190.76,1161.758,70,8,56,,,0.9333333333333332,,,030-060,8.166666666666666,9.1,"(30, 60]",20250704217,202507042428732,False,False,False,False,False,False,False,False,False,,False
209,209,60,18,428778,True,428778,1022.960046138854,644.270097912482,122,2,20250704,1,,,,,,,428667,,2,tomeasure:428778:114,1024.203,618.168,114,8,56,,,0.9333333333333332,,,030-060,13.3,14.233333333333333,"(30, 60]",20250704218,202507042428778,False,False,False,False,False,False,False,False,False,,False
