LABEL,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_SPOT_COLOR,MEAN_INTENSITY_CH1,MEDIAN_INTENSITY_CH1,MIN_INTENSITY_CH1,MAX_INTENSITY_CH1,TOTAL_INTENSITY_CH1,STD_INTENSITY_CH1,CONTRAST_CH1,SNR_CH1,ELLIPSE_X0,ELLIPSE_Y0,ELLIPSE_MAJOR,ELLIPSE_MINOR,ELLIPSE_THETA,ELLIPSE_ASPECTRATIO,AREA,PERIMETER,CIRCULARITY,SOLIDITY,SHAPE_INDEX
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,Radius,Visibility,Manual spot color,Mean intensity ch1,Median intensity ch1,Min intensity ch1,Max intensity ch1,Sum intensity ch1,Std intensity ch1,Contrast ch1,Signal/Noise ratio ch1,Ellipse center x0,Ellipse center y0,Ellipse long axis,Ellipse short axis,Ellipse angle,Ellipse aspect ratio,Area,Perimeter,Circularity,Solidity,Shape index
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,R,Visibility,Spot color,Mean ch1,Median ch1,Min ch1,Max ch1,Sum ch1,Std ch1,Ctrst ch1,SNR ch1,El. x0,El. y0,El. long axis,El. sh. axis,El. angle,El. a.r.,Area,Perim.,Circ.,Solidity,Shape index
,,,(quality),(micron),(micron),(micron),(sec),,(micron),,,(counts),(counts),(counts),(counts),(counts),(counts),,,(micron),(micron),(micron),(micron),(radians),,(micron^2),(micron),,,
ID2300,2300,10,-1.0,756.4131460378701,342.0915396632836,0.0,250211.75848388672,597,5.0,0,,40.69767441860465,34.0,0.0,136.0,5250.0,31.17029952814728,0.6285717821475862,1.0078748039177068,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2285,2285,10,-1.0,576.3213544670498,728.7917056128977,0.0,0.0,0,5.0,0,,26.852713178294575,25.0,2.0,63.0,3464.0,14.903387185885066,0.30890183366890056,0.8504457094785043,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2303,2303,10,-1.0,766.3568645908601,202.87947992142253,0.0,342417.09661865234,817,5.0,0,,65.10852713178295,53.0,0.0,242.0,8399.0,52.12323742674625,0.4675507841671155,0.7959249799967917,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2287,2287,10,-1.0,444.84329804418104,558.6436325950674,0.0,71249.57946777344,170,5.0,0,,66.62015503875969,69.0,0.0,216.0,8594.0,53.84529253426686,0.5869388845562251,0.915209616058515,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2321,2321,11,-1.0,970.7555237356561,722.1625599109043,0.0,150043.23205566406,358,5.0,0,,47.224806201550386,36.0,0.0,195.0,6092.0,43.24534662648642,0.4448225172584861,0.6724082906990972,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2314,2314,11,-1.0,895.625205779731,801.7123083348248,0.0,0.0,0,5.0,0,,22.48062015503876,21.0,0.0,63.0,2900.0,15.472809202352463,0.556137029682058,1.0384918409025916,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2324,2324,11,-1.0,1041.4664112235855,635.9836657849902,0.0,342417.09661865234,817,5.0,0,,21.914728682170544,20.0,0.0,105.0,2827.0,16.890747748282905,0.323160018099356,0.633756566536851,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2317,2317,11,-1.0,985.1186727566418,722.1625599109043,0.0,149624.11688232422,357,5.0,0,,45.333333333333336,26.0,0.0,255.0,5848.0,50.44696059559319,0.6490164463076428,0.707364660661792,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2319,2319,11,-1.0,993.957533692633,723.2674175279031,0.0,150043.23205566406,358,5.0,0,,31.906976744186046,9.0,0.0,255.0,4116.0,50.58987081491479,0.6768472650206083,0.509154108501486,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2327,2327,11,-1.0,907.778639566719,808.3414540368183,0.0,342417.09661865234,817,5.0,0,,23.94573643410853,22.0,0.0,73.0,3089.0,15.408657305594163,0.4307778917946071,0.9357817753655123,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2337,2337,12,-1.0,507.8201822131182,605.0476525090211,0.0,118609.59405517578,283,5.0,0,,107.69767441860465,80.0,0.0,255.0,13893.0,94.83502160422815,0.654811147852887,0.8987423363742846,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2340,2340,12,-1.0,538.7561954890873,578.5310697010476,0.0,237219.18811035156,566,5.0,0,,56.93798449612403,41.0,0.0,201.0,7345.0,50.985866904770845,0.30597753367950126,0.5232823798514893,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2342,2342,12,-1.0,532.1270497870938,580.7407849350454,0.0,237638.3032836914,567,5.0,0,,6.434108527131783,0.0,0.0,89.0,830.0,11.142433644378587,-0.3278273820741764,-0.5632519839158489,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2344,2344,12,-1.0,543.1756259570828,578.5310697010476,0.0,237638.3032836914,567,5.0,0,,5.542635658914729,0.0,0.0,52.0,715.0,8.061296181386155,-0.5190344909018371,-1.483965260778253,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2330,2330,12,-1.0,450.3675861291755,531.0221921700951,0.0,0.0,0,5.0,0,,47.457364341085274,46.0,0.0,110.0,6122.0,21.7230464282529,0.5754894418542257,1.5960068222033659,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2348,2348,12,-1.0,677.9682552309483,497.87646366012814,0.0,342417.09661865234,817,5.0,0,,54.992248062015506,54.0,0.0,166.0,7094.0,30.5755969187518,0.474034747807884,1.1568018681849992,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2333,2333,12,-1.0,503.4007517451226,606.15251012602,0.0,118190.47888183594,282,5.0,0,,120.10852713178295,107.0,0.0,255.0,15494.0,83.87176226147248,0.6133812956414358,1.0888839077144075,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2335,2335,12,-1.0,498.98132127712694,592.8942187220332,0.0,118609.59405517578,283,5.0,0,,67.21705426356588,29.0,0.0,255.0,8671.0,80.00712480385634,0.6717777742453711,0.6751929391958829,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2353,2353,13,-1.0,859.1649044187675,800.6074507178259,0.0,150043.23205566406,358,5.0,0,,45.775193798449614,30.0,0.0,190.0,5905.0,46.227061931783645,0.6819188121999489,0.8029556141726528,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2361,2361,13,-1.0,884.5766296097421,588.4747882540377,0.0,342417.09661865234,817,5.0,0,,22.124031007751938,22.0,0.0,68.0,2854.0,13.588832588711625,0.4669199239134669,1.036449400548984,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2355,2355,13,-1.0,851.4309010997753,792.8734473988337,0.0,150462.3472290039,359,5.0,0,,28.86046511627907,14.0,0.0,236.0,3723.0,36.822790197199566,0.6459756815961113,0.6151901631151033,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2364,2364,13,-1.0,797.2928778668293,849.2211858657773,0.0,342417.09661865234,817,5.0,0,,17.751937984496124,16.0,0.0,77.0,2290.0,13.691940494178466,0.3793998367545719,0.7132105095686421,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2357,2357,13,-1.0,860.2697620357665,817.1803149728094,0.0,150462.3472290039,359,5.0,0,,24.310077519379846,9.0,0.0,141.0,3136.0,36.139659320131855,0.556959459682504,0.4812586685951922,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2351,2351,13,-1.0,881.2620567587454,1186.202759050441,0.0,0.0,0,5.0,0,,12.248062015503876,7.0,0.0,76.0,1580.0,14.856096711321051,0.18170669971286804,0.25354432661373855,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2401,2401,14,-1.0,740.9451393998854,620.5156591470057,0.0,342417.09661865234,817,5.0,0,,20.46511627906977,17.0,0.0,59.0,2640.0,13.425748647438104,0.2283430658831129,0.5667269289894131,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2370,2370,14,-1.0,817.1803149728094,519.9736160001061,0.0,34786.55938720703,83,5.0,0,,57.02325581395349,56.0,5.0,133.0,7356.0,26.912318600259255,0.5082257385087909,1.4279769527996113,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2372,2372,14,-1.0,816.0754573558105,527.7076193190984,0.0,35205.674560546875,84,5.0,0,,39.054263565891475,22.0,0.0,148.0,5038.0,41.98052191149176,0.6987576024435432,0.7653247312821742,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2374,2374,14,-1.0,828.2288911427984,513.3444702981127,0.0,35205.674560546875,84,5.0,0,,46.78294573643411,31.0,0.0,231.0,6035.0,50.11595324225456,0.7208035714962806,0.7820368100167072,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2377,2377,14,-1.0,980.6992422886462,303.4215230683222,0.0,132859.50994873047,317,5.0,0,,46.736434108527135,42.0,0.0,119.0,6029.0,30.355837417374563,0.41751800033329034,0.9069638401319966,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2379,2379,14,-1.0,982.9089575226441,322.20410255730343,0.0,133278.6251220703,318,5.0,0,,45.29457364341085,32.0,0.0,202.0,5843.0,43.61826651128644,0.7088210518619575,0.8614851424071327,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2381,2381,14,-1.0,995.0623913096318,300.1069502173255,0.0,133278.6251220703,318,5.0,0,,25.302325581395348,16.0,0.0,112.0,3264.0,27.719748333533236,0.5462256021045311,0.6449118315001349,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2384,2384,14,-1.0,974.0700965866528,7.319681712617695,0.0,246858.83709716797,589,5.0,0,,20.434108527131784,17.0,0.0,84.0,2636.0,18.399152902222966,0.2152939265099426,0.39349418038081774,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2387,2387,14,-1.0,1434.795722875193,296.7923773663288,0.0,342417.09661865234,817,5.0,0,,37.224806201550386,35.0,0.0,95.0,4802.0,20.483697904552322,0.44037743104057586,1.1112271011888393,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2390,2390,14,-1.0,721.0577022939053,442.6335828101832,0.0,134955.0858154297,322,5.0,0,,50.27906976744186,47.0,0.0,168.0,6486.0,34.082614873684605,0.4714338077245061,0.9452883727988706,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2392,2392,14,-1.0,714.428556591912,442.6335828101832,0.0,135374.20098876953,323,5.0,0,,44.8062015503876,30.0,0.0,182.0,5780.0,43.041418555158124,0.726836613277766,0.876328821379438,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2394,2394,14,-1.0,732.1062784638943,437.10929472518876,0.0,135374.20098876953,323,5.0,0,,40.333333333333336,24.0,0.0,168.0,5203.0,40.3041819583692,0.7337423546672255,0.8470382659652044,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2398,2398,14,-1.0,690.1216890179362,206.1940527724192,0.0,342417.09661865234,817,5.0,0,,28.31782945736434,26.0,0.0,96.0,3653.0,19.918970423993752,0.38942370186114234,0.7969127009733997,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2367,2367,14,-1.0,806.1317388028205,568.5873511480575,0.0,0.0,0,5.0,0,,26.565891472868216,24.0,0.0,70.0,3427.0,13.529392171098442,0.19807014819766755,0.6492513830751075,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2433,2433,15,-1.0,1073.5072821165536,324.4138177913012,0.0,165969.60864257812,396,5.0,0,,18.108527131782946,5.0,0.0,214.0,2336.0,34.44838537355504,-0.13740548726293866,-0.16747178075620128,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2404,2404,15,-1.0,816.0754573558105,403.9635662152218,0.0,0.0,0,5.0,0,,36.63565891472868,36.0,0.0,94.0,4726.0,18.967051194314628,0.35814665889116565,1.018704959961639,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2437,2437,15,-1.0,987.3283879906396,9.529396946615488,0.0,215844.31427001953,515,5.0,0,,23.651162790697676,22.0,0.0,79.0,3051.0,17.3167418823116,0.30004283703567713,0.630437313883948,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2407,2407,15,-1.0,906.6737819497201,273.590367409352,0.0,64543.73669433594,154,5.0,0,,95.91472868217055,42.0,0.0,255.0,12373.0,100.15737858238964,0.6373000137783488,0.7455006242522322,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2440,2440,15,-1.0,1408.2791400672195,450.3675861291755,0.0,320203.9924316406,764,5.0,0,,46.16279069767442,30.0,0.0,198.0,5955.0,47.79444768643281,0.5672275657009908,0.6991492085309313,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2409,2409,15,-1.0,902.2543514817245,270.27579455835524,0.0,64962.85186767578,155,5.0,0,,74.17829457364341,66.0,0.0,240.0,9569.0,62.388456666227924,0.7788197510404625,1.041136354210948,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2442,2442,15,-1.0,1408.2791400672195,449.2627285121766,0.0,320623.10760498047,765,5.0,0,,42.8062015503876,37.0,0.0,144.0,5522.0,32.91847826434737,0.5128331704239059,0.8816211627174336,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2411,2411,15,-1.0,914.4077852687124,278.0097978773475,0.0,64962.85186767578,155,5.0,0,,63.91472868217054,35.0,0.0,222.0,8245.0,63.80598411979964,0.7001762082163593,0.8250550918168515,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2444,2444,15,-1.0,1421.5374314712062,450.3675861291755,0.0,320623.10760498047,765,5.0,0,,18.209302325581394,1.0,0.0,160.0,2349.0,32.690230387543885,0.29541074492893915,0.2540528747572538,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2415,2415,15,-1.0,1081.2412854355457,433.794721874192,0.0,179800.40936279297,429,5.0,0,,87.56589147286822,76.0,4.0,255.0,11296.0,56.409336129043204,0.6030847133671415,1.1679811345114646,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2447,2447,15,-1.0,1453.5783023641743,424.9558609382009,0.0,342417.09661865234,817,5.0,0,,19.015503875968992,18.0,0.0,51.0,2453.0,13.508668800142292,0.2668209569200552,0.5929662534141371,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2417,2417,15,-1.0,1070.192709265557,444.84329804418104,0.0,180219.5245361328,430,5.0,0,,54.116279069767444,31.0,0.0,255.0,6981.0,60.81884318240945,0.7510404252359781,0.7632853192285617,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2450,2450,15,-1.0,1253.5990736873737,395.1247052792306,0.0,342417.09661865234,817,5.0,0,,22.852713178294575,22.0,0.0,75.0,2948.0,16.656502472380062,0.2971343512736737,0.6285674001640689,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2419,2419,15,-1.0,1080.136427818547,428.27043378919757,0.0,180219.5245361328,430,5.0,0,,62.72868217054263,40.0,0.0,255.0,8092.0,62.1125178529337,0.8198370898798883,0.9099385718251708,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2423,2423,15,-1.0,833.7531792277929,402.85870859822296,0.0,342417.09661865234,817,5.0,0,,32.007751937984494,30.0,0.0,93.0,4129.0,15.345243625892179,0.24534021363646025,0.8218491442495152,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2426,2426,15,-1.0,1016.054686032611,674.6536823799516,0.0,342417.09661865234,817,5.0,0,,41.89147286821706,40.0,0.0,104.0,5404.0,21.394815489855503,0.46127212193281064,1.2361557380378916,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2429,2429,15,-1.0,1065.7732787975613,325.5186754083001,0.0,165550.49346923828,395,5.0,0,,71.0077519379845,47.0,0.0,239.0,9160.0,66.97603304121547,0.5778141417621221,0.7765128744782502,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2431,2431,15,-1.0,1059.144133095568,326.623533025299,0.0,165969.60864257812,396,5.0,0,,57.23255813953488,37.0,0.0,225.0,7383.0,58.54999354556793,0.29081378925526163,0.44045110241206475,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2496,2496,16,-1.0,319.99438732330566,925.4563614387013,0.0,300924.6944580078,718,5.0,0,,25.651162790697676,9.0,0.0,252.0,3309.0,40.37589998276949,0.10931364681966517,0.12520880307322002,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2498,2498,16,-1.0,329.9381058762957,919.9320733537069,0.0,300924.6944580078,718,5.0,0,,21.82170542635659,10.0,0.0,198.0,2815.0,32.66961738670655,0.004404542234592322,0.005858234430939391,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2502,2502,16,-1.0,421.64128808720415,874.632911056752,0.0,342417.09661865234,817,5.0,0,,18.4031007751938,14.0,0.0,77.0,2374.0,17.513173336379605,0.18693370848968544,0.33099185882144166,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2504,2504,16,-1.0,217.2426289424082,1157.4764610084696,0.0,342417.09661865234,817,5.0,0,,21.635658914728683,18.0,0.0,74.0,2791.0,16.0233901221855,0.31740933533607296,0.6506458653412586,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2507,2507,16,-1.0,394.01984766223177,757.518003654869,0.0,311402.5737915039,743,5.0,0,,50.666666666666664,46.0,0.0,160.0,6536.0,31.97932274663323,0.6687933425797504,1.2699085569944526,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2509,2509,16,-1.0,384.07612910924166,758.6228612718678,0.0,311821.68896484375,744,5.0,0,,33.23255813953488,21.0,0.0,199.0,4287.0,33.711438996074406,0.587484581009713,0.729631263872384,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2511,2511,16,-1.0,398.4392781302273,751.9937155698744,0.0,311821.68896484375,744,5.0,0,,34.31782945736434,16.0,0.0,196.0,4427.0,41.69700688001404,0.7687537024984392,0.7154261075751996,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2514,2514,16,-1.0,363.08383438626265,767.461722207859,0.0,342417.09661865234,817,5.0,0,,25.031007751937985,23.0,0.0,93.0,3229.0,18.934895854156466,0.4066505467972477,0.7643293749864066,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2517,2517,16,-1.0,390.70527481123503,761.9374341228645,0.0,342417.09661865234,817,5.0,0,,29.209302325581394,28.0,0.0,94.0,3768.0,21.51477487195015,0.5339287077322342,0.9451320056382373,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2454,2454,16,-1.0,702.2751228049241,719.9528446769065,0.0,0.0,0,5.0,0,,69.03100775193798,64.0,0.0,255.0,8905.0,52.97684311100229,0.6454365927174879,1.0222581145211878,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2456,2456,16,-1.0,704.4848380389218,721.0577022939053,0.0,1257.3455200195312,3,5.0,0,,75.16279069767442,33.0,0.0,255.0,9696.0,83.99272575438403,0.6026904232800744,0.6730322354292637,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2520,2520,16,-1.0,740.9451393998854,146.53174145447875,0.0,158425.53552246094,378,5.0,0,,89.93798449612403,42.0,0.0,255.0,11602.0,98.40872610714459,0.7494547431282195,0.7830369154793214,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2458,2458,16,-1.0,701.1702651879251,714.428556591912,0.0,1676.460693359375,4,5.0,0,,40.41085271317829,19.0,0.0,160.0,5213.0,42.72525095067845,0.34616435928887246,0.4864381759325906,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2522,2522,16,-1.0,733.2111360808932,157.5803176244677,0.0,158844.65069580078,379,5.0,0,,65.14728682170542,43.0,0.0,255.0,8404.0,62.15179260980655,0.8196363150554142,0.944298427265869,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2460,2460,16,-1.0,706.6945532729197,725.477132761901,0.0,1676.460693359375,4,5.0,0,,44.14728682170543,21.0,0.0,187.0,5695.0,49.35586666863833,0.4024259456528182,0.51333546180111,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2524,2524,16,-1.0,736.5257089318899,141.00745336948427,0.0,158844.65069580078,379,5.0,0,,67.49612403100775,48.0,0.0,244.0,8707.0,62.577092957283476,0.829773689421616,0.9782632241105674,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2463,2463,16,-1.0,574.1116392330521,546.4901988080795,0.0,91786.22296142578,219,5.0,0,,79.48062015503876,47.0,0.0,255.0,10253.0,81.81105334618545,0.6118737001955925,0.7375815347023872,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2528,2528,16,-1.0,749.7840003358767,222.76691702740266,0.0,241829.45501708984,577,5.0,0,,64.51937984496124,48.0,0.0,255.0,8323.0,62.45387057350732,0.6321224985788121,0.8002198453761142,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2465,2465,16,-1.0,571.9019239990541,553.119344510073,0.0,92205.33813476562,220,5.0,0,,56.12403100775194,30.0,0.0,255.0,7240.0,64.37354461363792,0.7509919215120496,0.7478638673382797,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2530,2530,16,-1.0,749.7840003358767,228.29120511239717,0.0,242248.5701904297,578,5.0,0,,33.55813953488372,12.0,0.0,171.0,4329.0,40.675335542704836,0.20337079025491633,0.27885975251661216,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2467,2467,16,-1.0,578.5310697010476,537.6513378720884,0.0,92205.33813476562,220,5.0,0,,50.372093023255815,12.0,0.0,255.0,6498.0,72.42744966596766,0.671150545257557,0.5586260342908909,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2532,2532,16,-1.0,749.7840003358767,217.2426289424082,0.0,242248.5701904297,578,5.0,0,,23.271317829457363,5.0,0.0,179.0,3002.0,39.57010233788898,0.03062514894390207,0.03495113419994047,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2471,2471,16,-1.0,765.2520069738613,819.3900302068072,0.0,284998.31787109375,680,5.0,0,,91.32558139534883,79.0,0.0,255.0,11781.0,81.88503400258591,0.8181260724134172,1.003723624208069,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2536,2536,16,-1.0,585.160215403041,325.5186754083001,0.0,342417.09661865234,817,5.0,0,,32.736434108527135,31.0,0.0,97.0,4223.0,17.687618983630255,0.4594466164114306,1.1653029233387968,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2473,2473,16,-1.0,759.7277188888668,828.2288911427984,0.0,285417.4330444336,681,5.0,0,,28.46511627906977,7.0,0.0,255.0,3672.0,53.83221133061677,0.618597780786748,0.40417565863924626,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
ID2539,2539,16,-1.0,764.1471493568623,391.81013242823394,0.0,337806.82971191406,806,5.0,0,,37.248062015503876,28.0,0.0,142.0,4805.0,37.4435055716759,0.5219587970605072,0.6823237712476287,0.0,0.0,5.0,5.0,0.0,1.0,78.53981633974483,31.41592653589793,1.0,1.0,3.5449077018110318
