,Unnamed: 0,Track_ID,Source_ID,Splitting_event,Lineage,Track_Coordinate_X,Track_Coordinate_Y,Frame,EndPoint_ID,Position,Dataset,Condition,Generation,Mother_ID,Grandmother_ID,Sister_ID,Daughters_ID,Number_of_daughters_in_mitosis,Mother_Number_of_daughters_in_mitosis,Cell_Cycle_mins,Cell_Cycle_hours,N_dead_offspring,N_leaving_offspring,Laggings,Massive Missegregation,DNA bridge,Misaligned,MN,Multipolar Division,Cytokinesis Failure,Slippage,Other,Mitotic Death,any_true, ,Label,X,Y,Frame_onset,Frames_in_mitosis,Mitotic_duration_mins,Interphase_duration_mins,Interphase_duration_hrs,Mitotic_duration_hrs,Mother_Mitotic_duration_mins,Mother_arrested,Metaphase_arrested,Frame_onset_hrs,Frame_hrs,Augmin_depletion_bin,Mitotic_duration_bin,Unique_Track_ID,Unique_Source_ID,N_dead_offspring_bool
121,121,27,3082,True,3066.3074.3082,930.1811037062035,916.6406940786396,803,[],2,Example,2_siHAUS6,3,3074.0,3066.0,3095.0,[],0,2.0,1862.0,31.03333333333333,0,0,False,False,False,False,False,False,False,False,False,False,False,85,tomeasure:3082:794,930.36,909.639,793,10,70,1792.0,29.866666666666667,1.1666666666666667,56.0,030-060,060-090,92.51666666666667,93.68333333333334,nan,"(60, 90]",Example227,Example23082,False
122,122,27,3095,True,3066.3074.3095,926.83743345995,613.8865134450124,627,"['3097', '3099']",2,Example,2_siHAUS6,3,3074.0,3066.0,3082.0,[],0,2.0,630.0,10.5,0,0,False,False,False,False,False,False,False,False,False,True,True,67,tomeasure:3095:595,904.242,621.281,594,33,231,399.0,6.65,3.85,56.0,030-060,> 120 min,69.3,73.15,"(60, 84]","(210, 240]",Example227,Example23095,False
123,123,27,3103,True,3066.3103,702.5513372091739,442.6335828101832,599,[],2,Example,2_siHAUS6,2,3066.0,,3074.0,[],0,2.0,3444.0,57.4,0,0,False,False,False,False,False,False,False,False,False,False,False,64,tomeasure:3103:590,707.044,437.728,589,10,70,3374.0,56.233333333333334,1.1666666666666667,63.0,060-090,060-090,68.71666666666667,69.88333333333334,"(60, 84]","(60, 90]",Example227,Example23103,False
124,124,28,3119,True,3119,879.3285559289973,643.7176691039825,163,[],2,Example,2_siHAUS6,1,,,,['3126'],1,,,,0,0,False,False,False,False,False,False,False,False,False,False,False,12,tomeasure:3119:156,893.08,646.552,155,8,56,,,0.9333333333333333,,,030-060,18.083333333333332,19.016666666666666,"(12, 36]","(30, 60]",Example228,Example23119,False
125,125,28,3126,True,3119.3126,626.31616163625,1112.177298711515,404,[],2,Example,2_siHAUS6,2,3119.0,,,['3134'],1,1.0,1687.0,28.116666666666667,0,0,False,False,False,False,False,False,False,False,False,False,False,41,tomeasure:3126:397,646.978,1106.442,396,8,56,1631.0,27.183333333333334,0.9333333333333333,56.0,030-060,030-060,46.2,47.13333333333333,"(36, 60]","(30, 60]",Example228,Example23126,False
126,126,28,3134,True,3119.3126.3134,1032.903764691844,847.0114706317796,625,[],2,Example,2_siHAUS6,3,3126.0,3119.0,,[],0,1.0,1547.0,25.78333333333333,0,0,False,False,False,False,False,False,False,False,False,False,False,66,tomeasure:3134:616,1040.16,828.009,615,10,70,1477.0,24.616666666666667,1.1666666666666667,56.0,030-060,060-090,71.75,72.91666666666667,"(60, 84]","(60, 90]",Example228,Example23134,False
127,127,30,3153,True,3153,1220.7295595816568,823.8094606748027,152,[],2,Example,2_siHAUS6,1,,,,['3161' '3180'],2,,,,0,0,False,False,False,False,False,False,False,False,False,False,False,9,tomeasure:3153:144,1225.774,822.635,143,9,63,,,1.05,,,060-090,16.683333333333334,17.733333333333334,"(12, 36]","(60, 90]",Example230,Example23153,False
128,128,30,3161,True,3153.3161,1271.553009963606,777.405440760849,476,[],2,Example,2_siHAUS6,2,3153.0,,3180.0,['3169'],1,2.0,2268.0,37.8,0,0,False,False,False,False,False,False,False,False,False,False,False,47,tomeasure:3161:467,1275.078,782.036,466,10,70,2198.0,36.63333333333333,1.1666666666666667,63.0,060-090,060-090,54.36666666666667,55.53333333333333,"(36, 60]","(60, 90]",Example230,Example23161,False
129,129,30,3169,True,3153.3161.3169,1395.2970630674824,732.1062784638943,817,[],2,Example,2_siHAUS6,3,3161.0,3153.0,,[],0,1.0,2387.0,39.78333333333333,0,0,False,False,False,False,False,False,False,False,True,False,True,87,tomeasure:3169:813,1401.92,719.461,812,5,35,2352.0,39.2,0.5833333333333334,70.0,060-090,030-060,94.73333333333333,95.31666666666666,nan,"(30, 60]",Example230,Example23169,False
130,130,30,3180,True,3153.3180,1125.7118045197517,725.477132761901,502,[],2,Example,2_siHAUS6,2,3153.0,,3161.0,['3190'],1,2.0,2450.0,40.833333333333336,0,0,False,False,False,False,False,False,False,False,False,False,False,52,tomeasure:3180:495,1114.725,719.881,494,8,56,2394.0,39.9,0.9333333333333333,63.0,060-090,030-060,57.63333333333333,58.56666666666667,"(36, 60]","(30, 60]",Example230,Example23180,False
131,131,30,3190,True,3153.3180.3190,961.088019586916,529.9173345530961,757,[],2,Example,2_siHAUS6,3,3180.0,3153.0,,[],0,1.0,1785.0,29.75,0,0,False,False,False,False,False,False,False,False,False,False,False,81,tomeasure:3190:748,961.02,537.173,747,10,70,1715.0,28.583333333333332,1.1666666666666667,56.0,030-060,060-090,87.15,88.31666666666666,nan,"(60, 90]",Example230,Example23190,False
132,132,31,3207,True,3207,721.3339166981551,725.477132761901,212,[],2,Example,2_siHAUS6,1,,,,['3215' '3228'],2,,,,0,0,False,False,False,False,False,False,False,False,False,False,False,21,tomeasure:3207:203,722.371,718.637,202,10,70,,,1.1666666666666667,,,060-090,23.566666666666666,24.733333333333334,"(12, 36]","(60, 90]",Example231,Example23207,False
133,133,31,3215,True,3207.3215,710.2853405281661,641.5079538699847,384,[],2,Example,2_siHAUS6,2,3207.0,,3228.0,[],0,2.0,1204.0,20.066666666666663,0,0,False,False,False,False,False,False,False,False,False,False,False,38,tomeasure:3215:371,707.867,654.43,370,14,98,1106.0,18.433333333333334,1.6333333333333333,70.0,060-090,090-120,43.166666666666664,44.8,"(36, 60]","(90, 120]",Example231,Example23215,False
134,134,31,3228,True,3207.3228,750.0602147401264,694.5411194859317,436,[],2,Example,2_siHAUS6,2,3207.0,,3215.0,['3235'],1,2.0,1568.0,26.133333333333333,0,0,False,False,False,False,False,False,False,False,False,False,False,44,tomeasure:3228:425,749.3,684.66,424,12,84,1484.0,24.733333333333334,1.4,70.0,060-090,060-090,49.46666666666667,50.86666666666667,"(36, 60]","(60, 90]",Example231,Example23228,False
135,135,31,3235,True,3207.3228.3235,666.0910358482103,805.0268811858215,706,[],2,Example,2_siHAUS6,3,3228.0,3207.0,,[],0,1.0,1890.0,31.5,0,0,False,False,False,False,False,False,False,False,False,False,False,74,tomeasure:3235:694,663.12,777.456,693,13,91,1799.0,29.983333333333334,1.5166666666666666,84.0,060-090,090-120,80.85,82.36666666666666,"(60, 84]","(90, 120]",Example231,Example23235,False
136,136,32,3252,True,3252,753.3747875911231,964.1263780336628,37,[],2,Example,2_siHAUS6,1,,,,['3259' '3289'],2,,,,0,0,False,False,False,False,False,False,False,False,False,False,False,4,tomeasure:3252:31,771.687,961.847,30,7,49,,,0.8166666666666667,,,030-060,3.5,4.316666666666666,nan,"(30, 60]",Example232,Example23252,False
137,137,32,3259,True,3252.3259,800.8836651220756,845.9066130147808,253,[],2,Example,2_siHAUS6,2,3252.0,,3289.0,['3266' '3279'],2,2.0,1512.0,25.2,0,0,False,False,False,False,False,False,False,False,False,False,False,27,tomeasure:3259:246,799.848,848.741,245,8,56,1456.0,24.266666666666666,0.9333333333333333,49.0,030-060,030-060,28.583333333333332,29.516666666666666,"(12, 36]","(30, 60]",Example232,Example23259,False
138,138,32,3266,True,3252.3259.3266,595.3801483602808,479.0938841711468,500,[],2,Example,2_siHAUS6,3,3259.0,3252.0,3279.0,[],0,2.0,1729.0,28.816666666666663,0,0,False,False,False,False,False,False,False,False,False,False,False,51,tomeasure:3266:487,605.953,479.163,486,14,98,1631.0,27.183333333333334,1.6333333333333333,56.0,030-060,090-120,56.7,58.333333333333336,"(36, 60]","(90, 120]",Example232,Example23266,False
139,139,32,3279,True,3252.3259.3279,697.0270491241793,812.7608845048138,635,['3281'],2,Example,2_siHAUS6,3,3259.0,3252.0,3266.0,[],0,2.0,2674.0,44.56666666666667,0,0,False,True,False,False,False,False,False,False,False,False,True,69,tomeasure:3279:580,688.804,762.94,579,56,392,2282.0,38.03333333333333,6.533333333333333,56.0,030-060,> 120 min,67.55,74.08333333333333,"(60, 84]","(390, 420]",Example232,Example23279,False
140,140,32,3289,True,3252.3289,425.2320753424506,940.924368076686,302,['3304'],2,Example,2_siHAUS6,2,3252.0,,3259.0,['3296'],1,2.0,1855.0,30.916666666666668,0,0,False,False,False,False,False,False,False,False,False,False,False,29,tomeasure:3289:295,443.959,936.157,294,8,56,1799.0,29.983333333333334,0.9333333333333333,49.0,030-060,030-060,34.3,35.233333333333334,"(12, 36]","(30, 60]",Example232,Example23289,False
141,141,32,3296,True,3252.3289.3296,698.1319067411782,731.0014208468954,802,"['3298', '3300']",2,Example,2_siHAUS6,3,3289.0,3252.0,,[],0,1.0,3500.0,58.333333333333336,0,0,False,False,False,False,False,False,False,False,False,True,True,84,tomeasure:3296:705,702.071,701.634,704,98,686,2814.0,46.9,11.433333333333334,56.0,030-060,> 120 min,82.13333333333334,93.56666666666666,"(60, 84]","(660, 690]",Example232,Example23296,False
142,142,33,3309,True,3309,864.9654069080118,619.4108015300068,25,[],2,Example,2_siHAUS6,1,,,,['3318' '3345'],2,,,,0,0,False,False,False,False,False,False,False,False,False,False,False,2,tomeasure:3309:20,870.702,620.862,19,6,42,,,0.7,,,030-060,2.216666666666667,2.9166666666666665,nan,"(30, 60]",Example233,Example23309,False
143,143,33,3318,True,3309.3318,818.561386994058,918.827215736708,197,[],2,Example,2_siHAUS6,2,3309.0,,3345.0,['3324' '3336'],2,2.0,1204.0,20.066666666666663,0,0,False,False,False,False,False,False,False,False,False,False,False,19,tomeasure:3318:188,805.226,941.148,187,10,70,1134.0,18.9,1.1666666666666667,42.0,030-060,060-090,21.816666666666666,22.983333333333334,"(12, 36]","(60, 90]",Example233,Example23318,False
144,144,33,3324,True,3309.3318.3324,773.2622246971032,1092.289861605535,484,[],2,Example,2_siHAUS6,3,3318.0,3309.0,3336.0,[],0,2.0,2009.0,33.483333333333334,0,0,False,False,False,False,False,False,False,False,False,False,False,48,tomeasure:3324:468,768.771,1105.627,467,17,119,1890.0,31.5,1.9833333333333334,70.0,060-090,090-120,54.483333333333334,56.46666666666667,"(36, 60]","(90, 120]",Example233,Example23324,False
145,145,33,3336,True,3309.3318.3336,495.94296283038,1144.218169604483,546,"['3338', '3340']",2,Example,2_siHAUS6,3,3318.0,3309.0,3324.0,[],0,2.0,2443.0,40.71666666666667,0,0,False,False,False,False,False,False,False,False,False,True,True,59,tomeasure:3336:515,504.443,1143.321,514,32,224,2219.0,36.983333333333334,3.7333333333333334,70.0,060-090,> 120 min,59.96666666666667,63.7,"(36, 60]","(210, 240]",Example233,Example23336,False
146,146,33,3345,True,3309.3345,1016.3309004368606,588.4747882540377,224,['3352'],2,Example,2_siHAUS6,2,3309.0,,3318.0,['3354'],1,2.0,1393.0,23.216666666666665,0,1,False,False,False,False,False,False,False,False,False,False,False,23,tomeasure:3345:210,1023.587,590.203,209,15,105,1288.0,21.466666666666665,1.75,42.0,030-060,090-120,24.383333333333333,26.133333333333333,"(12, 36]","(90, 120]",Example233,Example23345,False
147,147,33,3354,True,3309.3345.3354,998.6531785648782,458.10158944816783,539,[],2,Example,2_siHAUS6,3,3345.0,3309.0,,[],0,1.0,2205.0,36.75,0,0,False,False,False,False,False,False,False,False,False,False,False,58,tomeasure:3354:523,1004.942,446.424,522,17,119,2086.0,34.766666666666666,1.9833333333333334,105.0,090-120,090-120,60.9,62.88333333333333,"(60, 84]","(90, 120]",Example233,Example23354,False
148,148,34,3369,True,3369,1080.4126422227966,679.0731128479473,206,[],2,Example,2_siHAUS6,1,,,,['3377' '3397'],2,,,,0,0,False,False,False,False,False,False,False,False,False,False,False,20,tomeasure:3369:198,1078.271,682.183,197,9,63,,,1.05,,,060-090,22.983333333333334,24.033333333333335,"(12, 36]","(60, 90]",Example234,Example23369,False
149,149,34,3377,True,3369.3377,1022.960046138854,729.8965632298965,375,[],2,Example,2_siHAUS6,2,3369.0,,3397.0,['3384'],1,2.0,1183.0,19.716666666666665,0,0,False,False,False,False,False,False,False,False,False,False,False,35,tomeasure:3377:369,1023.583,730.243,368,7,49,1134.0,18.9,0.8166666666666667,63.0,060-090,030-060,42.93333333333333,43.75,"(36, 60]","(30, 60]",Example234,Example23377,False
150,150,34,3384,True,3369.3377.3384,1250.560715240627,847.0114706317796,655,[],2,Example,2_siHAUS6,3,3377.0,3369.0,,[],0,1.0,1960.0,32.666666666666664,0,0,False,False,False,False,False,False,False,False,False,False,False,70,tomeasure:3384:632,1247.313,842.106,631,24,168,1792.0,29.866666666666667,2.8,49.0,030-060,> 120 min,73.61666666666666,76.41666666666667,"(60, 84]","(150, 180]",Example234,Example23384,False
151,151,34,3397,True,3369.3397,1145.5992416257316,676.8633976139495,380,[],2,Example,2_siHAUS6,2,3369.0,,3377.0,['3404' '3418'],2,2.0,1218.0,20.3,0,0,False,False,False,False,False,False,False,False,False,False,False,37,tomeasure:3397:372,1141.246,680.527,371,9,63,1155.0,19.25,1.05,63.0,060-090,060-090,43.28333333333333,44.333333333333336,"(36, 60]","(60, 90]",Example234,Example23397,False
152,152,34,3404,True,3369.3397.3404,1535.6139804263423,654.7662452739714,715,[],2,Example,2_siHAUS6,3,3397.0,3369.0,3418.0,[],0,2.0,2345.0,39.083333333333336,0,0,False,False,False,False,False,False,False,False,False,False,False,75,tomeasure:3404:707,1544.959,658.153,706,9,63,2282.0,38.03333333333333,1.05,63.0,060-090,060-090,82.36666666666666,83.41666666666667,"(60, 84]","(60, 90]",Example234,Example23404,False
153,153,34,3418,True,3369.3397.3418,1369.885337876508,523.2881888511027,628,[],2,Example,2_siHAUS6,3,3397.0,3369.0,3404.0,[],0,2.0,1736.0,28.933333333333334,0,0,False,False,False,False,False,False,False,False,False,False,False,68,tomeasure:3418:618,1380.361,519.765,617,11,77,1659.0,27.65,1.2833333333333334,63.0,060-090,060-090,71.98333333333333,73.26666666666667,"(60, 84]","(60, 90]",Example234,Example23418,False
